Code,Year,HealthExp
MKD,2012,6.61
MKD,2013,6.72
MKD,2014,6.29
MKD,2015,6.34
MKD,2016,6.38
MKD,2017,6.44
MKD,2018,6.46
MKD,2019,7.07
MKD,2020,7.73
MKD,2021,8.52
MLI,2000,5.46631575
MLI,2001,4.51950884
MLI,2002,4.99773645
MLI,2003,5.0505991
MLI,2004,5.21767759
MLI,2005,5.19516516
MLI,2006,5.45589256
MLI,2007,5.25303173
MLI,2008,5.02686644
MLI,2009,5.2122364
MLI,2010,4.67865133
MLI,2011,4.01483774
MLI,2012,3.7521615
MLI,2013,3.96750712
MLI,2014,4.48158312
MLI,2015,4.11143351
MLI,2016,3.77377558
MLI,2017,3.67425752
MLI,2018,3.73249912
MLI,2019,3.82943797
MLI,2020,3.47597885
MLI,2021,4.47341442
MLT,2000,6.57
MLT,2001,7
MLT,2002,7.71
MLT,2003,7.9
MLT,2004,8.05
MLT,2005,8.66
MLT,2006,8.81
MLT,2007,8.17
MLT,2008,7.86
MLT,2009,7.92
MLT,2010,7.95
MLT,2011,8.45
MLT,2012,8.38
MLT,2013,8.5
MLT,2014,9.09
MLT,2015,8.9
MLT,2016,8.97
MLT,2017,8.73
MLT,2018,8.55
MLT,2019,9.15
MLT,2020,10.74
MLT,2021,10.58
MMR,2000,2
MMR,2001,2.15
MMR,2002,2.58
MMR,2003,2.38
MMR,2004,2.32
MMR,2005,2.33
MMR,2006,2.25
MMR,2007,2.02
MMR,2008,2.11
MMR,2009,2.16
MMR,2010,1.96
MMR,2011,1.93
MMR,2012,2.41
MMR,2013,3.2
MMR,2014,4.39
MMR,2015,5.48
MMR,2016,5.11
MMR,2017,5.08
MMR,2018,4.9
MMR,2019,4.71
MMR,2020,4.62
MMR,2021,5.63
MNA,2000,4.713884071
MNA,2001,5.068106735
MNA,2002,4.984066342
MNA,2003,4.828520655
MNA,2004,4.733695867
MNA,2005,4.561952935
MNA,2006,4.46336523
MNA,2007,4.493501006
MNA,2008,4.504298922
MNA,2009,5.28203958
MNA,2010,5.169630082
MNA,2011,5.16848866
MNA,2012,5.296357132
MNA,2013,5.109222597
MNA,2014,5.477382133
MNA,2015,5.985790345
MNA,2016,6.370788242
MNA,2017,6.35392112
MNA,2018,5.925074863
MNA,2019,5.415550875
MNA,2020,5.431573493
MNA,2021,5.467619594
MNE,2000,
MNE,2001,
MNE,2002,
MNE,2003,
MNE,2004,
MNE,2005,
MNE,2006,
MNE,2007,
MNE,2008,
MNE,2009,
MNE,2010,
MNE,2011,7.97
MNE,2012,8.3
MNE,2013,8.47
MNE,2014,8
MNE,2015,9.02
MNE,2016,8.63
MNE,2017,7.98
MNE,2018,8.34
MNE,2019,8.33
MNE,2020,11.42
MNE,2021,10.55
MNG,2000,5.69538355
MNG,2001,5.05435562
MNG,2002,5.18856382
MNG,2003,4.10218763
MNG,2004,4.15718555
MNG,2005,3.7552557
MNG,2006,3.74971509
MNG,2007,4.07522774
MNG,2008,4.55693007
MNG,2009,4.45980072
MNG,2010,3.73945689
MNG,2011,3.58612084
MNG,2012,3.85800076
MNG,2013,4.08932018
MNG,2014,4.20989752
MNG,2015,4.23154545
MNG,2016,4.58008575
MNG,2017,4.33954334
MNG,2018,4.53449297
MNG,2019,4.49497843
MNG,2020,4.6662488
MNG,2021,6.911304
MNP,2000,
MNP,2001,
MNP,2002,
MNP,2003,
MNP,2004,
MNP,2005,
MNP,2006,
MNP,2007,
MNP,2008,
MNP,2009,
MNP,2010,
MNP,2011,
MNP,2012,
MNP,2013,
MNP,2014,
MNP,2015,
MNP,2016,
MNP,2017,
MNP,2018,
MNP,2019,
MNP,2020,
MNP,2021,
MOZ,2000,2.18767238
MOZ,2001,2.87893057
MOZ,2002,3.2773509
MOZ,2003,3.39533854
MOZ,2004,3.67226458
MOZ,2005,4.37538815
MOZ,2006,4.08873844
MOZ,2007,3.93067098
MOZ,2008,4.22139311
MOZ,2009,5.20390034
MOZ,2010,5.43892908
MOZ,2011,5.00311899
MOZ,2012,5.24640608
MOZ,2013,6.12585449
MOZ,2014,6.33251858
MOZ,2015,6.71663332
MOZ,2016,7.28134441
MOZ,2017,7.83763266
MOZ,2018,8.0889616
MOZ,2019,7.95272589
MOZ,2020,7.56957626
MOZ,2021,9.05218315
MRT,2000,3.37824655
MRT,2001,3.5718379
MRT,2002,4.00224972
MRT,2003,4.03254652
MRT,2004,3.70429492
MRT,2005,3.40312648
MRT,2006,2.70252752
MRT,2007,2.87644005
MRT,2008,3.01338983
MRT,2009,3.11034036
MRT,2010,2.63618922
MRT,2011,2.47383666
MRT,2012,2.64919329
MRT,2013,2.86799884
MRT,2014,3.46724391
MRT,2015,3.67363763
MRT,2016,3.09630585
MRT,2017,3.31550789
MRT,2018,3.17838526
MRT,2019,3.30148649
MRT,2020,3.38773394
MRT,2021,4.12218571
MUS,2000,2.85734653
MUS,2001,2.92151856
MUS,2002,3.18897271
MUS,2003,3.18201613
MUS,2004,3.31652546
MUS,2005,3.51794028
MUS,2006,3.60573649
MUS,2007,3.52321672
MUS,2008,3.93896508
MUS,2009,4.17035627
MUS,2010,4.51898289
MUS,2011,4.25059652
MUS,2012,4.21993399
MUS,2013,4.620821
MUS,2014,5.38024664
MUS,2015,5.55042362
MUS,2016,5.54289532
MUS,2017,5.61408615
MUS,2018,5.63982916
MUS,2019,6.02485895
MUS,2020,6.48210192
MUS,2021,6.39258909
MWI,2000,2.35247517
MWI,2001,2.06040049
MWI,2002,2.69725966
MWI,2003,3.32019806
MWI,2004,4.07199907
MWI,2005,4.30046511
MWI,2006,4.91223288
MWI,2007,5.44258356
MWI,2008,6.10668802
MWI,2009,5.87333822
MWI,2010,5.14304781
MWI,2011,5.32226658
MWI,2012,6.02199793
MWI,2013,8.22379494
MWI,2014,6.89776182
MWI,2015,6.62879086
MWI,2016,7.72703791
MWI,2017,7.58438921
MWI,2018,6.87366676
MWI,2019,7.15010023
MWI,2020,7.0088768
MWI,2021,7.41194487
MYS,2000,2.51463366
MYS,2001,2.6753974
MYS,2002,2.66876554
MYS,2003,2.92417073
MYS,2004,2.86016941
MYS,2005,2.78692698
MYS,2006,3.10897732
MYS,2007,3.07041144
MYS,2008,3.00692558
MYS,2009,3.2610569
MYS,2010,3.16474271
MYS,2011,3.31451917
MYS,2012,3.45786357
MYS,2013,3.51276922
MYS,2014,3.71036959
MYS,2015,3.82201481
MYS,2016,3.70085335
MYS,2017,3.71472311
MYS,2018,3.75944281
MYS,2019,3.83991051
MYS,2020,4.08395433
MYS,2021,4.38380671
NAC,2000,12.20271019
NAC,2001,12.87154848
NAC,2002,13.66091187
NAC,2003,14.10714258
NAC,2004,14.12596206
NAC,2005,14.12177946
NAC,2006,14.24091579
NAC,2007,14.41403999
NAC,2008,14.67442398
NAC,2009,15.72038983
NAC,2010,15.66141126
NAC,2011,15.54602645
NAC,2012,15.55245146
NAC,2013,15.44149872
NAC,2014,15.64655508
NAC,2015,16.03957828
NAC,2016,16.36853194
NAC,2017,16.31284337
NAC,2018,16.18838664
NAC,2019,16.24181798
NAC,2020,18.34399603
NAC,2021,16.96827486
NAM,2000,9.23999977
NAM,2001,9.64409447
NAM,2002,9.68074989
NAM,2003,9.91340542
NAM,2004,10.12623405
NAM,2005,10.08441544
NAM,2006,10.57086945
NAM,2007,10.71633053
NAM,2008,9.91801167
NAM,2009,9.04967022
NAM,2010,9.72781372
NAM,2011,9.83193302
NAM,2012,9.26659298
NAM,2013,9.06448746
NAM,2014,8.4089098
NAM,2015,9.98109627
NAM,2016,9.3223238
NAM,2017,8.72573948
NAM,2018,8.31648731
NAM,2019,8.43033981
NAM,2020,8.90162563
NAM,2021,9.38092136
NCL,2000,
NCL,2001,
NCL,2002,
NCL,2003,
NCL,2004,
NCL,2005,
NCL,2006,
NCL,2007,
NCL,2008,
NCL,2009,
NCL,2010,
NCL,2011,
NCL,2012,
NCL,2013,
NCL,2014,
NCL,2015,
NCL,2016,
NCL,2017,
NCL,2018,
NCL,2019,
NCL,2020,
NCL,2021,
NER,2000,4.65891504
NER,2001,4.72659349
NER,2002,4.82717037
NER,2003,4.74740648
NER,2004,4.97818327
NER,2005,5.87749624
NER,2006,5.99335575
NER,2007,5.43105888
NER,2008,5.24640608
NER,2009,5.33850145
NER,2010,4.96100473
NER,2011,4.87323856
NER,2012,4.30732679
NER,2013,4.46636009
NER,2014,4.45377159
NER,2015,5.34745932
NER,2016,4.53239059
NER,2017,5.57609606
NER,2018,5.30310822
NER,2019,5.66642094
NER,2020,6.17012262
NER,2021,5.81452751
NGA,2000,3.1973834
NGA,2001,3.18946862
NGA,2002,2.49063969
NGA,2003,5.05360985
NGA,2004,4.63368416
NGA,2005,4.46591949
NGA,2006,4.25775146
NGA,2007,3.90997243
NGA,2008,3.69581532
NGA,2009,3.5801971
NGA,2010,3.29653287
NGA,2011,3.32077932
NGA,2012,3.35984254
NGA,2013,3.4206934
NGA,2014,3.34840417
NGA,2015,3.58194995
NGA,2016,3.64773679
NGA,2017,3.74762511
NGA,2018,3.09069347
NGA,2019,2.98547053
NGA,2020,3.38063431
NGA,2021,4.07625723
NIC,2000,5.23883677
NIC,2001,5.48459768
NIC,2002,5.73315859
NIC,2003,6.08317614
NIC,2004,6.05740356
NIC,2005,6.22468948
NIC,2006,6.35756445
NIC,2007,6.95643044
NIC,2008,7.16700697
NIC,2009,7.68584394
NIC,2010,7.71019173
NIC,2011,7.44982004
NIC,2012,7.48836899
NIC,2013,7.63869238
NIC,2014,7.97716141
NIC,2015,7.96303272
NIC,2016,8.04877567
NIC,2017,8.32754421
NIC,2018,8.4993515
NIC,2019,8.56945896
NIC,2020,8.65219975
NIC,2021,9.68343163
NLD,2000,7.71
NLD,2001,8.06
NLD,2002,8.65
NLD,2003,9.06
NLD,2004,9.11
NLD,2005,9.1
NLD,2006,9.08
NLD,2007,9.05
NLD,2008,9.28
NLD,2009,9.99
NLD,2010,10.16
NLD,2011,10.23
NLD,2012,10.54
NLD,2013,10.58
NLD,2014,10.57
NLD,2015,10.32
NLD,2016,10.06
NLD,2017,10.11
NLD,2018,10.02
NLD,2019,10.14
NLD,2020,11.21
NLD,2021,11.29
NOR,2000,7.7
NOR,2001,8.01
NOR,2002,8.98
NOR,2003,9.19
NOR,2004,8.8
NOR,2005,8.3
NOR,2006,7.88
NOR,2007,8.02
NOR,2008,7.92
NOR,2009,9.03
NOR,2010,8.86
NOR,2011,8.73
NOR,2012,8.72
NOR,2013,8.87
NOR,2014,9.28
NOR,2015,10.07
NOR,2016,10.53
NOR,2017,10.23
NOR,2018,9.96
NOR,2019,10.44
NOR,2020,11.42
NOR,2021,10.08
NPL,2000,3.13
NPL,2001,3.81
NPL,2002,3.94
NPL,2003,3.86
NPL,2004,4.05
NPL,2005,3.95
NPL,2006,3.54
NPL,2007,3.67
NPL,2008,3.82
NPL,2009,3.9
NPL,2010,4.36
NPL,2011,4.45
NPL,2012,4.49
NPL,2013,4.63
NPL,2014,5.08
NPL,2015,5.47
NPL,2016,5.42
NPL,2017,4.72
NPL,2018,4.53
NPL,2019,4.45
NPL,2020,5.21
NPL,2021,5.42
NRU,2000,18.96671295
NRU,2001,16.22330093
NRU,2002,13.80812454
NRU,2003,9.97444248
NRU,2004,6.87889576
NRU,2005,10.82081795
NRU,2006,12.41761494
NRU,2007,24.23068047
NRU,2008,23.0041008
NRU,2009,12.31575871
NRU,2010,12.6964016
NRU,2011,9.96043968
NRU,2012,8.84148979
NRU,2013,9.85010052
NRU,2014,8.38675785
NRU,2015,14.00562382
NRU,2016,10.99060059
NRU,2017,11.4886446
NRU,2018,11.10239792
NRU,2019,11.55542469
NRU,2020,12.68183994
NRU,2021,13.06414223
NZL,2000,7.4700222
NZL,2001,7.5789361
NZL,2002,7.90045929
NZL,2003,7.72169256
NZL,2004,7.90090561
NZL,2005,8.27334881
NZL,2006,8.63841629
NZL,2007,8.32904434
NZL,2008,9.12382889
NZL,2009,9.62076378
NZL,2010,9.59277534
NZL,2011,9.51987362
NZL,2012,9.65163612
NZL,2013,9.36019325
NZL,2014,9.40168381
NZL,2015,9.28344345
NZL,2016,9.24379444
NZL,2017,8.96694851
NZL,2018,9.0351162
NZL,2019,9.49310207
NZL,2020,10.07205391
NZL,2021,10.04858398
OED,2000,9.33441743
OED,2001,9.814859917
OED,2002,10.24167511
OED,2003,10.46145702
OED,2004,10.41844494
OED,2005,10.46992387
OED,2006,10.54550636
OED,2007,10.51994632
OED,2008,10.7191547
OED,2009,11.66006014
OED,2010,11.55052755
OED,2011,11.59079371
OED,2012,11.72001777
OED,2013,11.71406663
OED,2014,11.87441681
OED,2015,12.24158507
OED,2016,12.40732428
OED,2017,12.36483015
OED,2018,12.32526849
OED,2019,12.52138227
OED,2020,13.92876454
OED,2021,13.3533917
OMN,2000,2.68485427
OMN,2001,2.70073724
OMN,2002,2.77737164
OMN,2003,2.77524447
OMN,2004,2.59660101
OMN,2005,2.26479053
OMN,2006,2.01985121
OMN,2007,2.11371112
OMN,2008,1.75567567
OMN,2009,2.4694581
OMN,2010,2.47588587
OMN,2011,2.23611403
OMN,2012,2.27702832
OMN,2013,2.5054009
OMN,2014,3.13740134
OMN,2015,4.07826233
OMN,2016,4.17580843
OMN,2017,3.95418668
OMN,2018,3.21469474
OMN,2019,3.80648994
OMN,2020,5.25332022
OMN,2021,4.37028217
OSS,2000,5.118829315
OSS,2001,5.142788639
OSS,2002,5.441538497
OSS,2003,5.620404953
OSS,2004,5.536536825
OSS,2005,5.499629331
OSS,2006,5.267774972
OSS,2007,5.281474407
OSS,2008,5.405343219
OSS,2009,5.969409973
OSS,2010,5.748570202
OSS,2011,5.550601441
OSS,2012,5.570230937
OSS,2013,5.765689438
OSS,2014,5.930283752
OSS,2015,6.208510424
OSS,2016,6.292827527
OSS,2017,6.188258317
OSS,2018,6.120848929
OSS,2019,6.223005174
OSS,2020,7.257364611
OSS,2021,7.348330643
PAK,2000,2.71176577
PAK,2001,2.54956865
PAK,2002,2.66229343
PAK,2003,2.30006313
PAK,2004,2.22177458
PAK,2005,2.55108738
PAK,2006,2.86177492
PAK,2007,2.81689191
PAK,2008,2.71266913
PAK,2009,2.47458911
PAK,2010,2.39686537
PAK,2011,2.14016914
PAK,2012,2.20038652
PAK,2013,2.4017837
PAK,2014,2.45603824
PAK,2015,2.45764351
PAK,2016,2.57026362
PAK,2017,2.7863009
PAK,2018,2.82844949
PAK,2019,2.84736943
PAK,2020,2.95273018
PAK,2021,2.91131568
PAN,2000,7.23963356
PAN,2001,7.17009974
PAN,2002,7.31349277
PAN,2003,6.95631361
PAN,2004,7.34004402
PAN,2005,6.43272924
PAN,2006,6.7842741
PAN,2007,7.62018394
PAN,2008,7.05229712
PAN,2009,7.24006367
PAN,2010,7.4865942
PAN,2011,7.08092785
PAN,2012,6.74132681
PAN,2013,6.75967455
PAN,2014,7.16729832
PAN,2015,7.18962574
PAN,2016,7.35213518
PAN,2017,7.42582321
PAN,2018,7.87820292
PAN,2019,8.46795654
PAN,2020,10.8049345
PAN,2021,9.68179989
PER,2000,4.41482639
PER,2001,4.72161007
PER,2002,4.93902254
PER,2003,4.58695936
PER,2004,4.42970943
PER,2005,4.66595268
PER,2006,4.4095645
PER,2007,4.42612123
PER,2008,4.5332098
PER,2009,4.96515894
PER,2010,4.71503925
PER,2011,4.53500509
PER,2012,4.73488665
PER,2013,4.7487607
PER,2014,4.96445227
PER,2015,4.96122217
PER,2016,4.95967245
PER,2017,4.8808279
PER,2018,5.15967131
PER,2019,5.17916393
PER,2020,6.28521156
PER,2021,6.15173197
PHL,2000,3.06
PHL,2001,2.85
PHL,2002,2.64
PHL,2003,3.08
PHL,2004,3.05
PHL,2005,3.74
PHL,2006,3.78
PHL,2007,3.75
PHL,2008,3.86
PHL,2009,4.16
PHL,2010,4.13
PHL,2011,4.03
PHL,2012,4.18
PHL,2013,4.27
PHL,2014,3.7
PHL,2015,3.9
PHL,2016,3.95
PHL,2017,3.96
PHL,2018,3.95
PHL,2019,4.17
PHL,2020,5.16
PHL,2021,5.87
PLW,2000,8.69525814
PLW,2001,7.79659462
PLW,2002,8.01948452
PLW,2003,8.96286488
PLW,2004,9.91890907
PLW,2005,9.29251766
PLW,2006,9.56446457
PLW,2007,9.80653
PLW,2008,9.40130234
PLW,2009,10.30605984
PLW,2010,11.61802578
PLW,2011,10.86477661
PLW,2012,11.4970541
PLW,2013,11.97790623
PLW,2014,12.12317181
PLW,2015,11.33741093
PLW,2016,11.62825298
PLW,2017,12.52633381
PLW,2018,12.85856915
PLW,2019,13.40278435
PLW,2020,14.34041405
PLW,2021,16.38419533
PNG,2000,2.0184176
PNG,2001,2.3006382
PNG,2002,2.77562952
PNG,2003,2.4531486
PNG,2004,2.59372902
PNG,2005,2.44874048
PNG,2006,2.42600322
PNG,2007,2.42102122
PNG,2008,2.13526058
PNG,2009,2.32937527
PNG,2010,2.10756016
PNG,2011,2.29397798
PNG,2012,2.66693544
PNG,2013,2.99727893
PNG,2014,3.27119064
PNG,2015,1.81881714
PNG,2016,2.33063054
PNG,2017,2.22970986
PNG,2018,2.30051899
PNG,2019,2.3253386
PNG,2020,2.30193973
PNG,2021,2.32032132
POL,2000,5.29
POL,2001,5.67
POL,2002,6.07
POL,2003,5.95
POL,2004,5.87
POL,2005,5.81
POL,2006,5.8
POL,2007,5.87
POL,2008,6.38
POL,2009,6.59
POL,2010,6.47
POL,2011,6.29
POL,2012,6.27
POL,2013,6.48
POL,2014,6.43
POL,2015,6.4
POL,2016,6.59
POL,2017,6.58
POL,2018,6.31
POL,2019,6.46
POL,2020,6.5
POL,2021,6.44
PRE,2000,3.472002286
PRE,2001,3.792073257
PRE,2002,3.630528871
PRE,2003,4.500536767
PRE,2004,4.533523354
PRE,2005,4.272949567
PRE,2006,4.221631606
PRE,2007,4.162855119
PRE,2008,3.969808834
PRE,2009,4.27256132
PRE,2010,3.862727151
PRE,2011,3.726005077
PRE,2012,3.604411323
PRE,2013,3.750968538
PRE,2014,3.694586999
PRE,2015,3.961258777
PRE,2016,4.301774961
PRE,2017,4.164171295
PRE,2018,3.866600872
PRE,2019,3.897919588
PRE,2020,4.454661242
PRE,2021,4.552758147
PRI,2000,
PRI,2001,
PRI,2002,
PRI,2003,
PRI,2004,
PRI,2005,
PRI,2006,
PRI,2007,
PRI,2008,
PRI,2009,
PRI,2010,
PRI,2011,
PRI,2012,
PRI,2013,
PRI,2014,
PRI,2015,
PRI,2016,
PRI,2017,
PRI,2018,
PRI,2019,
PRI,2020,
PRI,2021,
PRK,2000,
PRK,2001,
PRK,2002,
PRK,2003,
PRK,2004,
PRK,2005,
PRK,2006,
PRK,2007,
PRK,2008,
PRK,2009,
PRK,2010,
PRK,2011,
PRK,2012,
PRK,2013,
PRK,2014,
PRK,2015,
PRK,2016,
PRK,2017,
PRK,2018,
PRK,2019,
PRK,2020,
PRK,2021,
PRT,2000,8.6
PRT,2001,8.63
PRT,2002,8.79
PRT,2003,9.12
PRT,2004,9.53
PRT,2005,9.65
PRT,2006,9.35
PRT,2007,9.25
PRT,2008,9.58
PRT,2009,10.13
PRT,2010,10.03
PRT,2011,9.73
PRT,2012,9.65
PRT,2013,9.4
PRT,2014,9.34
PRT,2015,9.32
PRT,2016,9.39
PRT,2017,9.31
PRT,2018,9.41
PRT,2019,9.51
PRT,2020,10.55
PRT,2021,11.14
PRY,2000,6.01865244
PRY,2001,5.60815811
PRY,2002,4.75770569
PRY,2003,4.90703917
PRY,2004,4.93224335
PRY,2005,4.82934713
PRY,2006,5.01927567
PRY,2007,5.02042723
PRY,2008,5.03776026
PRY,2009,5.52496862
PRY,2010,5.46593952
PRY,2011,5.82225847
PRY,2012,6.53144598
PRY,2013,6.0642848
PRY,2014,6.62719059
PRY,2015,6.69165802
PRY,2016,6.67556572
PRY,2017,6.60902548
PRY,2018,6.74497652
PRY,2019,7.16081905
PRY,2020,7.67533064
PRY,2021,8.03277016
PSE,2000,
PSE,2001,
PSE,2002,
PSE,2003,
PSE,2004,
PSE,2005,
PSE,2006,
PSE,2007,
PSE,2008,
PSE,2009,
PSE,2010,
PSE,2011,
PSE,2012,
PSE,2013,
PSE,2014,
PSE,2015,
PSE,2016,
PSE,2017,
PSE,2018,
PSE,2019,
PSE,2020,
PSE,2021,
PSS,2000,4.9272268
PSS,2001,4.875455765
PSS,2002,5.122785173
PSS,2003,4.704636974
PSS,2004,5.118549576
PSS,2005,5.585203002
PSS,2006,5.312131948
PSS,2007,5.103286361
PSS,2008,4.903299417
PSS,2009,5.344759774
PSS,2010,5.042701057
PSS,2011,4.767837269
PSS,2012,4.852066469
PSS,2013,4.893789191
PSS,2014,4.895849604
PSS,2015,4.939911973
PSS,2016,4.857762434
PSS,2017,4.704290296
PSS,2018,5.151985394
PSS,2019,5.394274379
PSS,2020,6.024233147
PSS,2021,6.563372662
PST,2000,9.56873729
PST,2001,10.05782313
PST,2002,10.4964775
PST,2003,10.69365808
PST,2004,10.65107718
PST,2005,10.73419593
PST,2006,10.8297445
PST,2007,10.81034353
PST,2008,11.01742124
PST,2009,11.9581022
PST,2010,11.89753005
PST,2011,11.96592012
PST,2012,12.11080642
PST,2013,12.12109216
PST,2014,12.31086228
PST,2015,12.70088505
PST,2016,12.85052983
PST,2017,12.81071428
PST,2018,12.75633115
PST,2019,12.95547275
PST,2020,14.41206213
PST,2021,13.8225035
PYF,2000,
PYF,2001,
PYF,2002,
PYF,2003,
PYF,2004,
PYF,2005,
PYF,2006,
PYF,2007,
PYF,2008,
PYF,2009,
PYF,2010,
PYF,2011,
PYF,2012,
PYF,2013,
PYF,2014,
PYF,2015,
PYF,2016,
PYF,2017,
PYF,2018,
PYF,2019,
PYF,2020,
PYF,2021,
QAT,2000,1.97258496
QAT,2001,2.3197093
QAT,2002,2.46044064
QAT,2003,3.50257182
QAT,2004,3.18311739
QAT,2005,2.56300044
QAT,2006,2.288064
QAT,2007,2.07008052
QAT,2008,1.63775349
QAT,2009,2.38356304
QAT,2010,1.87017763
QAT,2011,1.599962
QAT,2012,1.74822152
QAT,2013,2.07620168
QAT,2014,2.42293572
QAT,2015,3.63581347
QAT,2016,3.54971433
QAT,2017,3.21237087
QAT,2018,2.96176219
QAT,2019,3.20278597
QAT,2020,3.81872201
QAT,2021,2.89366841
ROU,2000,4.21
ROU,2001,4.38
ROU,2002,4.58
ROU,2003,5.37
ROU,2004,5.48
ROU,2005,5.53
ROU,2006,5.07
ROU,2007,5.02
ROU,2008,5.02
ROU,2009,5.28
ROU,2010,5.64
ROU,2011,4.48
ROU,2012,4.51
ROU,2013,5.22
ROU,2014,5.03
ROU,2015,4.94
ROU,2016,5.08
ROU,2017,5.19
ROU,2018,5.52
ROU,2019,5.71
ROU,2020,6.23
ROU,2021,6.48
RUS,2000,5.02
RUS,2001,5.24
RUS,2002,5.52
RUS,2003,5.16
RUS,2004,4.76
RUS,2005,4.77
RUS,2006,4.77
RUS,2007,4.75
RUS,2008,4.9
RUS,2009,5.64
RUS,2010,4.97
RUS,2011,4.79
RUS,2012,4.94
RUS,2013,5.08
RUS,2014,5.18
RUS,2015,5.3
RUS,2016,5.29
RUS,2017,5.36
RUS,2018,5.36
RUS,2019,5.65
RUS,2020,7.57
RUS,2021,7.39
RWA,2000,3.57583427
RWA,2001,3.31599975
RWA,2002,3.13122177
RWA,2003,6.93491793
RWA,2004,7.50929976
RWA,2005,7.72549963
RWA,2006,7.60959911
RWA,2007,7.86212587
RWA,2008,7.5670433
RWA,2009,7.80694866
RWA,2010,8.08696938
RWA,2011,7.93879843
RWA,2012,8.10667801
RWA,2013,6.77649164
RWA,2014,6.98844194
RWA,2015,6.65446424
RWA,2016,6.96060848
RWA,2017,6.38999748
RWA,2018,6.69894743
RWA,2019,6.34386826
RWA,2020,7.47530079
RWA,2021,7.32305002
SAS,2000,3.640314889
SAS,2001,3.801401341
SAS,2002,3.863810698
SAS,2003,3.643047398
SAS,2004,3.620284779
SAS,2005,3.555461826
SAS,2006,3.489197524
SAS,2007,3.42005023
SAS,2008,3.391474763
SAS,2009,3.372095242
SAS,2010,3.201848824
SAS,2011,3.156777799
SAS,2012,3.208861072
SAS,2013,3.567703287
SAS,2014,3.470838379
SAS,2015,3.452421984
SAS,2016,3.384559493
SAS,2017,2.963607523
SAS,2018,2.909130888
SAS,2019,2.980573333
SAS,2020,3.305409038
SAS,2021,3.265601846
SAU,2000,4.2115941
SAU,2001,4.4617424
SAU,2002,4.2493701
SAU,2003,3.97910738
SAU,2004,3.58400226
SAU,2005,3.41866732
SAU,2006,3.6192224
SAU,2007,3.56229162
SAU,2008,2.97100711
SAU,2009,4.29042768
SAU,2010,3.64786315
SAU,2011,3.68218255
SAU,2012,3.98779702
SAU,2013,4.42293596
SAU,2014,5.15801096
SAU,2015,5.86202002
SAU,2016,6.24143076
SAU,2017,6.03126049
SAU,2018,5.34063101
SAU,2019,5.46742678
SAU,2020,6.64629889
SAU,2021,5.96836901
SDN,2000,3.60664487
SDN,2001,3.36456871
SDN,2002,3.30010891
SDN,2003,3.89187932
SDN,2004,4.15593481
SDN,2005,4.09418154
SDN,2006,4.88544321
SDN,2007,5.66269159
SDN,2008,5.42313576
SDN,2009,6.39496326
SDN,2010,5.05810165
SDN,2011,5.61579561
SDN,2012,5.68827009
SDN,2013,6.96487474
SDN,2014,5.67619705
SDN,2015,5.81112576
SDN,2016,5.68438482
SDN,2017,5.91767406
SDN,2018,4.46358299
SDN,2019,4.57422638
SDN,2020,3.01518917
SDN,2021,2.83633852
SEN,2000,3.55015397
SEN,2001,3.68148756
SEN,2002,3.95294404
SEN,2003,4.29703569
SEN,2004,4.56856203
SEN,2005,3.67466521
SEN,2006,3.76337624
SEN,2007,3.41496587
SEN,2008,3.50687575
SEN,2009,3.841573
SEN,2010,4.02764368
SEN,2011,4.21416712
SEN,2012,4.26688004
SEN,2013,4.38573599
SEN,2014,4.38962269
SEN,2015,4.37789631
SEN,2016,4.25606871
SEN,2017,4.16359377
SEN,2018,4.43182087
SEN,2019,4.49531031
SEN,2020,5.15119171
SEN,2021,4.35098124
SGP,2000,3.343364
SGP,2001,3.16302657
SGP,2002,3.358464
SGP,2003,3.60699272
SGP,2004,3.15019798
SGP,2005,3.03367925
SGP,2006,2.9347465
SGP,2007,2.83749056
SGP,2008,3.19488454
SGP,2009,3.39853096
SGP,2010,3.20265388
SGP,2011,3.15792179
SGP,2012,3.32783675
SGP,2013,3.68562651
SGP,2014,3.87155652
SGP,2015,4.18069839
SGP,2016,4.38810682
SGP,2017,4.36493397
SGP,2018,4.07545424
SGP,2019,4.39938164
SGP,2020,5.71281767
SGP,2021,5.56525183
SLB,2000,4.82626629
SLB,2001,6.60538721
SLB,2002,10.10495281
SLB,2003,7.075634
SLB,2004,7.72383881
SLB,2005,9.01593494
SLB,2006,8.00584698
SLB,2007,7.18298769
SLB,2008,5.50597048
SLB,2009,6.60598898
SLB,2010,4.66139841
SLB,2011,5.02313328
SLB,2012,4.87480497
SLB,2013,4.57886171
SLB,2014,4.88791895
SLB,2015,4.44578695
SLB,2016,4.40253973
SLB,2017,4.14992523
SLB,2018,3.77378345
SLB,2019,4.32405567
SLB,2020,4.79699087
SLB,2021,4.76345396
SLE,2000,8.48961735
SLE,2001,8.36564541
SLE,2002,9.40313911
SLE,2003,8.4533062
SLE,2004,8.67061424
SLE,2005,9.04395866
SLE,2006,9.02353287
SLE,2007,8.52283859
SLE,2008,8.81158161
SLE,2009,9.68422222
SLE,2010,9.12688351
SLE,2011,10.76753807
SLE,2012,8.94355106
SLE,2013,11.59017754
SLE,2014,19.69004631
SLE,2015,19.65816307
SLE,2016,15.78850651
SLE,2017,9.3997612
SLE,2018,8.28987598
SLE,2019,9.12992668
SLE,2020,9.32588673
SLE,2021,8.55334282
